"#","ML #","Address","Condo Fee Includes","St","Original List Price","List Price","Current Price","Condo Fee","RMS Total","Beds","Full Baths","Style","Rooms Above Grade","Half Baths","Ensuite YN","Year Built","# FP","DOM","Stat Date","City"
"501","A2076880","35 Millrose Place SW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$420,000.00","$415.00","1,168","2","2","4 Level Split","5","1","Yes","1995","1","8","09/10/2023","Calgary"
"501","A2076598","191 Royal Oak Gardens NW","Insurance, Interior Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$395,000","$395,000.00","$420,000.00","$308.50","1,085","3","1","2 Storey","7","1","No","2004","1","12","09/13/2023","Calgary"
"501","A2076264","6223 31 Avenue NW Unit#311","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$390,000","$390,000.00","$420,000.00","$340.30","1,284","4","2","2 Storey","7","0","No","1974","0","2","09/10/2023","Calgary"
"501","A2075476","45 Walden Walk SE","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash","S","$409,900","$409,900.00","$420,000.00","$292.46","1,214","2","2","3 Storey","6","1","Yes","2013","1","11","09/04/2023","Calgary"
"501","A2074700","106 Silverado Skies Common SW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$399,900","$399,900.00","$420,000.00","$259.75","1,190","3","3","2 Storey","4","1","Yes","2016","0","11","08/29/2023","Calgary"
"501","A2074409","720 Redstone Crescent NE","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$420,000.00","$271.53","1,095","3","3","2 Storey","5","1","Yes","2018","0","16","09/02/2023","Calgary"
"501","A2073785","228 Theodore Place NW Unit#5","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$420,000.00","$474.80","1,594","3","2","2 Storey","6","1","Yes","1976","2","10","08/27/2023","Calgary"
"501","A2072674","449 Copperpond Landing SE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$400,000","$400,000.00","$420,000.00","$282.14","1,273","3","2","2 Storey","6","1","Yes","2011","1","3","08/14/2023","Calgary"
"501","A2072123","228 Rocky Ridge Court NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash","S","$399,000","$429,000.00","$420,000.00","$442.48","1,239","3","2","4 Level Split","5","0","No","1999","1","133","12/21/2023","Calgary"
"501","A2071081","23 Prestwick Park SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$415,000","$415,000.00","$420,000.00","$428.00","1,198","3","3","2 Storey","6","1","Yes","2001","1","20","08/30/2023","Calgary"
"501","A2068887","177 Rocky Ridge Court NW","Common Area Maintenance, Insurance, Professional Management, Sewer, Snow Removal, Trash, Water","S","$399,999","$399,999.00","$420,000.00","$500.09","1,236","3","1","4 Level Split","5","1","No","1999","0","19","08/15/2023","Calgary"
"501","A2068417","509 Cranford Walk SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$420,000","$420,000.00","$420,000.00","$419.41","1,345","3","2","2 Storey","6","0","Yes","2014","1","17","08/11/2023","Calgary"
"501","A2068366","3302 50 Street NW Unit#54","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Water","S","$425,000","$425,000.00","$420,000.00","$419.00","1,433","3","1","2 Storey","6","2","Yes","1976","1","21","08/15/2023","Calgary"
"501","A2068330","3130 66 Avenue SW Unit#530","Common Area Maintenance, Heat, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$375,000","$375,000.00","$420,000.00","$525.00","1,288","2","1","2 Storey","5","1","No","1967","0","1","07/27/2023","Calgary"
"501","A2067297","28 Berwick Crescent Crescent NW Unit#26","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Trash, Water","S","$420,000","$420,000.00","$420,000.00","$491.95","1,225","2","2","2 Storey","4","1","Yes","1979","1","15","08/04/2023","Calgary"
"501","A2067238","164 Cityscape Court NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions","S","$425,000","$425,000.00","$420,000.00","$297.69","1,328","3","2","3 Level Split","6","1","Yes","2016","0","13","08/03/2023","Calgary"
"501","A2064582","142 Royal Birch Mount NW","Amenities of HOA/Condo, Common Area Maintenance, Professional Management, Residential Manager, See Remarks, Sewer, Snow Removal","S","$439,900","$429,900.00","$420,000.00","$371.00","1,221","3","2","2 Storey","6","1","Yes","2004","0","23","08/04/2023","Calgary"
"501","A2045052","173 Country Village Manor NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$364,900","$364,900.00","$420,000.00","$328.53","1,154","3","3","2 Storey","5","1","Yes","2007","0","14","08/30/2023","Calgary"
"501","A2094464","4 Covemeadow Road NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$419,900.00","$341.33","1,112","3","1","2 Storey","6","1","No","2004","1","7","12/01/2023","Calgary"
"501","A2012684","151 Skyview Bay NE Unit#Type F","See Remarks","S","$429,900","$429,900.00","$419,895.00","$0.01","1,275","3","2","Townhouse","2","0","Yes","2024","0","314","10/03/2023","Calgary"
"501","A2074246","125 Panatella Road NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$414,900","$414,900.00","$419,500.00","$380.55","1,063","2","2","4 Level Split","5","1","Yes","2010","1","16","09/02/2023","Calgary"
"501","A2094609","396 Killarney Glen Court SW","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$424,900","$424,900.00","$419,000.00","$581.13","1,428","3","2","2 Storey","6","1","Yes","1998","1","21","12/14/2023","Calgary"
"501","A2088840","350 Redstone Walk NE Unit#202","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$419,000","$419,000.00","$419,000.00","$354.65","1,231","4","2","3 Storey","7","1","Yes","2019","0","9","11/16/2023","Calgary"
"501","A2088284","243 Silverado Common SW","Amenities of HOA/Condo, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$429,900","$429,900.00","$419,000.00","$271.48","1,349","3","2","3 Storey","7","1","Yes","2011","1","42","11/30/2023","Calgary"
"501","A2067930","1024 Mckenzie Towne Villas SE","Common Area Maintenance","S","$419,999","$419,999.00","$419,000.00","$315.21","1,118","2","2","2 Storey","6","1","Yes","2013","0","10","08/01/2023","Calgary"
"501","A2062242","300 Evanscreek Court NW Unit#40","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Residential Manager, Snow Removal, Trash","S","$419,000","$419,000.00","$419,000.00","$353.80","1,309","2","1","2 Storey","7","1","No","2006","0","7","07/07/2023","Calgary"
"501","A2052065","80 Panatella Road NW","Caretaker, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$425,000","$425,000.00","$419,000.00","$380.55","1,064","2","2","4 Level Split","5","1","Yes","2011","0","33","07/12/2023","Calgary"
"501","A2049503","857 Belmont Drive SW Unit##525","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$418,845","$418,845.00","$418,845.00","$198.38","1,133","3","2","3 Storey","6","1","Yes","2023","0","54","07/10/2023","Calgary"
"501","A2088188","160 Everridge Gardens SW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$415,000","$415,000.00","$418,000.00","$326.45","1,171","3","2","2 Storey","6","1","Yes","2006","1","9","10/27/2023","Calgary"
"501","A2085345","300 Evanscreek Court NW Unit#126","Common Area Maintenance, Insurance, Parking, Reserve Fund Contributions","S","$449,900","$429,900.00","$418,000.00","$353.80","1,308","3","1","2 Storey","5","1","Yes","2008","0","74","12/17/2023","Calgary"
"501","A2082760","3098 New Brighton Gardens SE","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$418,000.00","$264.00","1,153","2","2","2 Storey","5","1","Yes","2007","0","6","09/28/2023","Calgary"
"501","A2074436","31 Red Embers Parade NE Unit#114","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$429,000","$429,000.00","$418,000.00","$278.00","1,087","3","3","2 Storey","5","1","Yes","2019","0","47","10/06/2023","Calgary"
"501","A2071543","11 Evanscrest Mews NW Unit#302","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$434,800","$424,900.00","$418,000.00","$370.53","1,272","3","2","3 Storey","6","1","Yes","2016","0","40","09/15/2023","Calgary"
"501","A2062956","514 Cranford Court SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$430,000","$425,000.00","$418,000.00","$325.24","1,108","3","2","2 Storey","6","1","Yes","2010","0","18","07/24/2023","Calgary"
"501","A2059645","349 Silverado Common SW","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$449,900","$399,000.00","$418,000.00","$235.76","1,295","2","2","3 Storey","7","1","Yes","2012","0","42","08/02/2023","Calgary"
"501","A2075733","8419 Saddlebrook Drive NE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$419,900","$419,900.00","$417,500.00","$227.29","1,199","3","2","2 Storey","6","1","Yes","2012","0","18","09/12/2023","Calgary"
"501","A2072423","505 Citadel Terrace NW","Common Area Maintenance, Maintenance Grounds, Professional Management, Snow Removal","S","$420,000","$420,000.00","$417,500.00","$464.31","1,355","4","2","2 Storey","6","1","Yes","1992","1","14","08/24/2023","Calgary"
"501","A2072582","10001 Brookpark Boulevard SW Unit#45","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal","S","$379,900","$379,900.00","$417,450.00","$456.23","1,255","3","1","2 Storey","7","2","Yes","1977","1","9","08/24/2023","Calgary"
"501","A2096522","428 Nolan Hill Drive NW Unit#709","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$429,900","$425,000.00","$417,000.00","$307.30","1,208","2","2","2 Storey","5","1","Yes","2016","0","32","01/05/2024","Calgary"
"501","A2092992","31 Red Embers Parade Unit#116","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$417,000.00","$279.89","1,089","3","3","2 Storey","5","1","Yes","2019","0","17","12/04/2023","Calgary"
"501","A2087332","112 Strathlorne Mews SW","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$425,000","$425,000.00","$417,000.00","$498.44","1,371","2","1","2 Storey","4","1","Yes","1981","1","15","11/03/2023","Calgary"
"501","A2064433","303 Mckenzie Towne Gate SE","Professional Management, Reserve Fund Contributions, Snow Removal","S","$400,000","$400,000.00","$417,000.00","$315.21","1,134","2","2","2 Storey","6","1","Yes","2015","0","9","07/22/2023","Calgary"
"501","A2060052","236 Deerview Drive SE","","S","$395,000","$395,000.00","$417,000.00","","1,150","3","1","2 Storey, Side by Side","6","1","No","1981","0","15","07/15/2023","Calgary"
"501","A2095911","177 Mckenzie Towne Gate SE","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$416,000.00","$380.00","1,154","3","1","2 Storey","6","1","No","2003","0","13","12/13/2023","Calgary"
"501","A2084491","114 Douglas Glen Park SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$415,000","$415,000.00","$416,000.00","$310.00","1,314","3","2","2 Storey","6","1","No","2001","0","10","10/09/2023","Calgary"
"501","A2080839","120 Country Hills Cove NW","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$375,000","$375,000.00","$416,000.00","$395.50","1,226","3","1","4 Level Split","7","1","No","1999","1","10","09/25/2023","Calgary"
"501","A2062142","242 Walden Gate SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$416,000.00","$302.30","1,017","3","1","2 Storey","6","1","No","2010","0","17","07/17/2023","Calgary"
"501","A2094956","40 Country Hills Cove NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$425,000","$425,000.00","$415,700.00","$395.50","1,213","3","2","4 Level Split","6","1","Yes","1999","1","17","12/13/2023","Calgary"
"501","A2053381","19 Skyview Point Link NE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$375,000","$375,000.00","$415,500.00","$394.14","1,349","3","2","3 Storey","7","1","Yes","2012","0","11","07/31/2023","Calgary"
"501","A2098422","100 Walgrove Court SE Unit#3302","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$409,900","$409,900.00","$415,000.00","$256.84","1,125","3","2","2 Storey","6","1","Yes","2021","0","13","01/04/2024","Calgary"
"501","A2095674","367 Brae Glen Crescent SW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$389,900","$389,900.00","$415,000.00","$615.76","1,652","3","2","5 Storey","7","1","Yes","1972","0","14","12/15/2023","Calgary"
"501","A2094679","19500 37 Street SE Unit#412","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$415,000.00","$344.33","1,356","2","2","3 Storey","6","1","Yes","2018","0","4","12/05/2023","Calgary"
"501","A2094225","255 Legacy Common SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$414,900","$414,900.00","$415,000.00","$254.23","1,086","2","2","3 Storey","5","1","Yes","2020","0","22","12/15/2023","Calgary"
"501","A2091873","2101 17 Street SW Unit#2","Amenities of HOA/Condo, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$415,000.00","$600.00","1,329","2","2","3 Storey","4","1","Yes","2006","1","10","11/16/2023","Calgary"
"501","A2091329","1013 Evansridge Common NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$429,900","$429,900.00","$415,000.00","$336.14","1,192","2","2","2 Storey","5","1","Yes","2015","0","12","11/14/2023","Calgary"
"501","A2090950","311 Woodvale Crescent SW","","S","$425,000","$410,000.00","$415,000.00","","1,179","2","1","5 Level Split, Side by Side","5","1","No","1978","0","22","11/23/2023","Calgary"
"501","A2090598","950 Arbour Lake Road NW Unit#104","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$405,000","$405,000.00","$415,000.00","$445.16","1,173","4","2","2 Storey","6","1","No","2002","0","8","11/11/2023","Calgary"
"501","A2085394","315 Copperpond Row SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$395,000","$395,000.00","$415,000.00","$350.19","1,287","2","2","Townhouse","6","1","Yes","2012","0","14","10/19/2023","Calgary"
"501","A2082108","56 Everridge Gardens SW","Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$415,000","$415,000.00","$415,000.00","$329.11","1,202","3","2","2 Storey","6","1","Yes","2006","0","10","09/30/2023","Calgary"
"501","A2079626","31 Red Embers Parade NE Unit#118","Amenities of HOA/Condo, Common Area Maintenance, Parking, Professional Management, Reserve Fund Contributions, Trash","S","$419,800","$419,800.00","$415,000.00","$273.56","1,093","4","3","2 Storey","5","1","Yes","2019","0","4","09/14/2023","Calgary"
"501","A2079374","52 REDSTONE Circle NE","Maintenance Grounds, Professional Management, Residential Manager, Snow Removal, Trash","S","$425,900","$425,900.00","$415,000.00","$355.00","1,370","3","2","3 Storey","6","1","Yes","2014","0","19","09/28/2023","Calgary"
"501","A2079039","925 Auburn Bay Circle SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$399,900","$399,900.00","$415,000.00","$189.71","1,214","2","2","2 Storey","5","1","Yes","2012","1","11","09/18/2023","Calgary"
"501","A2077105","157 Woodglen Grove SW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$439,729","$439,729.00","$415,000.00","$527.35","1,628","3","1","2 Storey","6","1","No","1981","1","18","09/27/2023","Calgary"
"501","A2074747","505 Skyview Ranch Grove NE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions","S","$384,900","$384,900.00","$415,000.00","$324.00","1,244","2","2","3 Storey","5","0","Yes","2014","1","9","08/30/2023","Calgary"
"501","A2074556","104 Evanston Manor NW","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$420,000","$420,000.00","$415,000.00","$312.90","1,228","2","2","3 Storey","5","1","Yes","2015","1","24","09/15/2023","Calgary"
"501","A2074369","2458 210 Avenue SE","Common Area Maintenance, Insurance, Reserve Fund Contributions, Snow Removal, Trash","S","$410,000","$410,000.00","$415,000.00","$230.72","1,160","3","2","Townhouse","6","1","No","2022","0","4","08/21/2023","Calgary"
"501","A2071118","4 Promenade Way SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$428,900","$419,900.00","$415,000.00","$500.70","1,201","2","2","2 Storey","5","1","Yes","1997","1","28","09/07/2023","Calgary"
"501","A2070462","56 Citadel Meadow Gardens NW","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$415,000.00","$362.48","1,102","3","1","2 Storey","7","1","Yes","2003","1","7","08/15/2023","Calgary"
"501","A2068157","574 Mckenzie Towne Drive SE","Amenities of HOA/Condo, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,000","$399,000.00","$415,000.00","$315.21","1,117","2","2","2 Storey","6","1","Yes","2013","0","4","07/28/2023","Calgary"
"501","A2068121","7 Copperstone Villas SE","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$420,000","$420,000.00","$415,000.00","$315.60","1,416","3","2","3 Storey","7","1","Yes","2016","0","26","08/22/2023","Calgary"
"501","A2067129","418 Evansridge Common NW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$410,000","$410,000.00","$415,000.00","$324.93","1,236","2","2","Townhouse","5","1","Yes","2015","0","21","08/10/2023","Calgary"
"501","A2066383","708 Queenston Terrace SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$389,900","$389,900.00","$415,000.00","$453.66","1,285","2","1","4 Level Split","6","1","No","1980","1","2","07/28/2023","Calgary"
"501","A2063856","388 Sandarac Drive NW Unit#93","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$410,000","$410,000.00","$415,000.00","$465.00","1,336","3","2","2 Storey","6","1","Yes","1992","1","15","07/22/2023","Calgary"
"501","A2058158","127 Evansview Gardens NW","Insurance, Parking, Professional Management, Snow Removal","S","$415,000","$415,000.00","$415,000.00","$277.36","1,034","2","2","2 Storey","6","1","Yes","2011","0","15","07/01/2023","Calgary"
"501","A2057796","74 Sherwood Row NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$409,999","$409,999.00","$415,000.00","$275.86","1,102","2","2","3 Storey","6","1","No","2015","1","2","07/01/2023","Calgary"
"501","A2055741","47 Bridleridge Manor SW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$419,900","$419,900.00","$415,000.00","$332.13","1,243","3","2","2 Storey","6","1","Yes","2006","1","50","07/27/2023","Calgary"
"501","A2037068","1905 27 Avenue SW Unit#213","Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$424,900","$424,900.00","$415,000.00","$623.33","1,249","2","1","2 Storey","5","1","No","2009","0","161","09/13/2023","Calgary"
"501","A2068093","1412 20 Avenue NW Unit#3","Common Area Maintenance, Insurance, Parking, Reserve Fund Contributions, Snow Removal","S","$414,900","$414,900.00","$414,900.00","$285.79","1,155","2","2","2 Storey","5","1","Yes","2008","1","7","07/31/2023","Calgary"
"501","A2083315","3234 New Brighton Gardens SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$414,000.00","$255.91","1,125","3","2","2 Storey","6","1","Yes","2007","0","16","10/18/2023","Calgary"
"501","A2080550","42 Coachway Gardens SW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$420,000","$420,000.00","$414,000.00","$424.48","1,089","3","2","3 Storey","6","1","Yes","1988","1","18","11/06/2023","Calgary"
"501","A2076146","131 Tuscany Court NW","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Residential Manager, Snow Removal, Trash","S","$420,000","$420,000.00","$414,000.00","$255.00","1,106","2","2","2 Storey Split","5","1","Yes","2003","0","14","09/08/2023","Calgary"
"501","A2079166","97 Glenbrook Villas SW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$379,900","$379,900.00","$413,500.00","$405.34","1,149","2","1","4 Level Split","7","1","No","1992","1","6","09/20/2023","Calgary"
"501","A2054831","364 Seton Villas SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash","S","$414,900","$414,900.00","$412,919.42","$226.18","1,002","2","2","3 Storey","6","1","Yes","2024","0","35","07/12/2023","Calgary"
"501","A2076392","64 Walden Walk SE","Amenities of HOA/Condo","S","$406,900","$406,900.00","$412,900.00","$292.46","1,212","2","2","3 Storey","6","1","Yes","2013","0","11","09/07/2023","Calgary"
"501","A2091693","37 Copperstone Common SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$400,000","$400,000.00","$412,500.00","$315.60","1,437","3","3","3 Storey","6","1","Yes","2016","0","0","11/04/2023","Calgary"
"501","A2077794","300 Evanscreek Court NW Unit#123","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions","S","$425,000","$415,000.00","$412,500.00","$378.04","1,315","2","2","3 Storey","6","1","Yes","2008","0","30","10/01/2023","Calgary"
"501","A2096827","93 Eversyde Point SW","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$409,900","$409,900.00","$412,000.00","$392.25","1,180","3","1","2 Storey","8","1","Yes","2004","0","14","12/21/2023","Calgary"
"501","A2095890","21 Tuscany Court NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,000","$399,000.00","$412,000.00","$255.00","987","2","1","2 Storey","5","1","No","2003","0","4","12/11/2023","Calgary"
"501","A2094784","1190 Ranchview Road NW Unit#102","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Trash, Water","S","$275,000","$375,000.00","$412,000.00","$445.06","1,280","2","1","5 Level Split","7","1","No","1980","1","8","12/01/2023","Calgary"
"501","A2086618","390 Brae Glen Crescent SW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$399,900","$399,900.00","$412,000.00","$535.94","1,311","3","2","5 Level Split","6","0","Yes","1972","0","13","10/25/2023","Calgary"
"501","A2077363","1515 Symons Valley Parkway NW","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash","S","$419,900","$419,900.00","$412,000.00","$360.00","1,242","2","2","3 Storey","5","1","Yes","2016","0","16","09/30/2023","Calgary"
"501","A2073910","422 Marquis Lane SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,800","$399,800.00","$412,000.00","$250.77","1,025","2","2","2 Storey","5","1","Yes","2013","0","14","08/31/2023","Calgary"
"501","A2071894","218 Sherwood Square NW Unit#1003","Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$415,000","$415,000.00","$411,500.00","$201.69","1,079","2","2","3 Storey","4","1","Yes","2016","0","16","08/26/2023","Calgary"
"501","A2095081","338 Seton Circle SE Unit#106","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$409,900","$409,900.00","$411,000.00","$222.50","1,115","2","2","2 Storey","5","1","Yes","2020","0","6","12/01/2023","Calgary"
"501","A2070153","19 Somervale Park SW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$399,900","$399,900.00","$411,000.00","$270.49","931","2","1","3 Level Split","5","0","No","1995","1","16","08/17/2023","Calgary"
"501","A2065757","199 Bridlewood View SW","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$379,900","$379,900.00","$411,000.00","$371.75","1,475","3","2","2 Storey","7","2","Yes","1999","1","2","07/16/2023","Calgary"
"501","A2098232","109 Country Village Lane NE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$389,900","$389,900.00","$410,444.44","$342.22","1,202","3","1","2 Storey","6","2","Yes","2007","0","15","01/04/2024","Calgary"
"501","A2093360","10 Auburn Bay Avenue SE Unit#309","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$439,800","$419,900.00","$410,000.00","$289.00","1,250","3","3","3 Storey","6","0","Yes","2010","0","29","12/13/2023","Calgary"
"501","A2090046","68 Sunlake Gardens SE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$400,000","$400,000.00","$410,000.00","$362.21","1,217","3","2","Townhouse","6","1","Yes","1992","0","10","11/12/2023","Calgary"
"501","A2089251","123 Queensland Drive SE Unit#155","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$410,000.00","$309.62","1,025","2","1","2 Storey","5","1","No","1977","0","13","12/06/2023","Calgary"
"501","A2088204","260 Red Embers Way NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$425,000","$425,000.00","$410,000.00","$198.03","991","3","2","2 Storey","5","1","Yes","2019","0","15","11/04/2023","Calgary"
"501","A2087576","429 Elgin Gardens SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$419,900","$419,900.00","$410,000.00","$305.00","1,116","2","2","2 Storey","6","1","Yes","2005","0","13","10/27/2023","Calgary"
