"#","ML #","Address","Condo Fee Includes","St","Original List Price","List Price","Current Price","Condo Fee","RMS Total","Beds","Full Baths","Style","Rooms Above Grade","Half Baths","Ensuite YN","Year Built","# FP","DOM","Stat Date","City"
"1501","A2087086","3809 45 Street SW Unit#104","Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$299,000","$289,000.00","$280,000.00","$595.00","855","3","1","2 Storey","6","0","No","1971","0","29","11/10/2023","Calgary"
"1501","A2086639","4312 5 Avenue SE","","S","$320,000","$300,000.00","$280,000.00","","1,001","3","2","2 Storey","5","0","No","1972","0","84","01/02/2024","Calgary"
"1501","A2083112","2520 Palliser Drive SW Unit#1101","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions","S","$270,000","$270,000.00","$280,000.00","$566.64","1,035","3","1","Townhouse","6","0","No","1976","1","2","10/05/2023","Calgary"
"1501","A2076182","4740 Dalton Drive NW Unit#93","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$288,900","$288,900.00","$280,000.00","$416.42","1,049","2","1","2 Storey","5","0","No","1977","0","21","09/15/2023","Calgary"
"1501","A2072891","8544 48 Avenue NW Unit#4","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$249,900","$249,900.00","$280,000.00","$335.06","437","3","1","Bi-Level","3","0","No","1971","0","14","08/30/2023","Calgary"
"1501","A2072721","3809 45 Street SW Unit#102","Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$280,000","$280,000.00","$280,000.00","$595.00","865","3","1","2 Storey","6","0","No","1971","0","15","08/30/2023","Calgary"
"1501","A2071288","64 Whitnel Court NE Unit#15","Common Area Maintenance, Insurance, Professional Management, Snow Removal","S","$275,000","$275,000.00","$280,000.00","$303.54","831","2","2","2 Storey","3","0","No","1979","0","23","08/27/2023","Calgary"
"1501","A2069418","1555 Falconridge Drive NE Unit#91","Common Area Maintenance, Insurance, Parking, Professional Management, Snow Removal, Water","S","$299,900","$299,900.00","$280,000.00","$379.22","1,093","3","1","2 Storey","5","1","No","1980","0","15","08/12/2023","Calgary"
"1501","A2069053","30 Panatella Landing NW Unit#202","Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Residential Manager, Sewer, Snow Removal, Trash, Water","S","$272,800","$272,800.00","$280,000.00","$215.00","846","2","1","2 Storey","4","0","No","2007","0","8","08/04/2023","Calgary"
"1501","A2065987","6829 Centre Street NW Unit#6","Common Area Maintenance, Insurance, Parking, Reserve Fund Contributions","S","$249,900","$249,900.00","$280,000.00","$175.00","974","3","1","Townhouse","6","1","No","1973","0","1","07/18/2023","Calgary"
"1501","A2064735","4940 39 Avenue SW Unit#27","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$280,000","$280,000.00","$280,000.00","$385.74","815","2","1","2 Storey","6","0","No","1976","1","9","07/21/2023","Calgary"
"1501","A2063237","131 TEMPLEHILL Drive NE Unit#32","Common Area Maintenance, Insurance, Parking, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$243,500","$243,500.00","$280,000.00","$387.51","1,033","3","2","2 Storey","6","0","No","1979","0","9","07/14/2023","Calgary"
"1501","A2079038","410 Seton Passage SE Unit#3106","Maintenance Grounds, Snow Removal","S","$279,900","$279,900.00","$279,900.00","$127.00","469","1","1","Townhouse","3","0","No","2023","0","38","10/23/2023","Calgary"
"1501","A2063491","250 Sage Valley Road NW Unit#907","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$269,900","$269,900.00","$279,900.00","$222.59","795","2","1","Townhouse","5","0","No","2014","0","13","07/18/2023","Calgary"
"1501","A2057343","1515 Falconridge Drive NE Unit#41","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Water","S","$279,900","$279,900.00","$279,900.00","$382.70","1,111","3","1","2 Storey","6","1","Yes","1980","0","22","07/05/2023","Calgary"
"1501","A2063786","195 Manora Place NE Unit#54","Common Area Maintenance, Insurance, Professional Management, Sewer, Trash, Water","S","$279,900","$279,900.00","$279,000.00","$417.00","988","3","1","2 Storey","5","0","No","1976","0","63","09/16/2023","Calgary"
"1501","A2065672","14 Saddlebrook Point NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions","S","$279,900","$279,900.00","$278,888.00","$251.00","866","2","1","2 Storey","5","0","No","2007","0","4","07/19/2023","Calgary"
"1501","A2095611","210 20 Avenue NE Unit#4","See Remarks","S","$279,999","$279,999.00","$278,500.00","$0.00","558","3","1","Bi-Level, Side by Side","3","1","No","1973","0","20","12/22/2023","Calgary"
"1501","A2088619","320 Falconridge Crescent NE Unit#303","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$300,000","$300,000.00","$278,000.00","$348.30","1,030","3","1","2 and Half Storey","6","0","No","1980","0","3","10/28/2023","Calgary"
"1501","A2082018","3640 27A Avenue SE","","S","$279,900","$279,900.00","$278,000.00","","786","2","1","2 Storey","5","0","No","1970","0","14","10/04/2023","Calgary"
"1501","A2063046","6020 Temple Drive NE Unit#32","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$249,999","$249,999.00","$277,500.00","$442.93","988","4","1","2 Storey","6","1","No","1978","0","19","07/25/2023","Calgary"
"1501","A2069071","919 38 Street NE Unit#306","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Residential Manager, Sewer, Trash","S","$269,900","$269,900.00","$277,000.00","$386.00","1,106","3","1","4 Level Split","6","1","No","1978","1","34","08/30/2023","Calgary"
"1501","A2062483","11010 Bonaventure Drive SE Unit#1507","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water","S","$277,000","$277,000.00","$277,000.00","$413.05","703","3","1","2 Storey","4","1","No","1971","0","13","07/14/2023","Calgary"
"1501","A2072315","7 Everridge Square SW Unit#101","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$279,999","$279,999.00","$276,500.00","$283.00","722","2","1","Townhouse","5","0","No","2007","0","18","10/23/2023","Calgary"
"1501","A2087672","13104 Elbow Drive SW Unit#1408","Common Area Maintenance, Parking, Professional Management, Residential Manager, Snow Removal, Trash","S","$269,900","$269,900.00","$276,000.00","$305.73","828","2","1","Bungalow","5","0","No","1975","1","12","10/28/2023","Calgary"
"1501","A2066668","3015 51 Street SW Unit#57","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$245,500","$245,500.00","$276,000.00","$327.25","1,160","2","1","Townhouse","5","0","No","1979","0","16","08/03/2023","Calgary"
"1501","A2061482","6408 4 Street NE Unit#1","Common Area Maintenance, Insurance, Parking","S","$269,000","$269,000.00","$276,000.00","$330.00","1,081","3","1","Townhouse","5","1","No","1975","1","12","07/10/2023","Calgary"
"1501","A2069070","6103 Madigan Drive NE Unit#39","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$270,000","$270,000.00","$275,500.00","$457.53","1,145","3","1","2 Storey","6","1","No","1976","1","17","08/16/2023","Calgary"
"1501","A2093455","2319 56 Street NE Unit#142","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Trash, Water","S","$249,900","$249,900.00","$275,000.00","$432.96","1,009","3","1","2 Storey","6","1","No","1975","0","4","12/05/2023","Calgary"
"1501","A2089355","151E Pinehill Road NE","Parking, Trash","S","$275,000","$275,000.00","$275,000.00","$0.00","565","3","1","Bi-Level","3","1","No","1976","1","23","11/15/2023","Calgary"
"1501","A2088543","133 Rockyledge View NW Unit#5","Common Area Maintenance, Heat, Insurance, Professional Management, Snow Removal, Trash, Water","S","$265,000","$265,000.00","$275,000.00","$401.48","709","1","1","Bungalow","4","0","No","2004","0","10","11/03/2023","Calgary"
"1501","A2071439","1155 Falconridge Drive NE Unit#34","Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$274,500","$274,500.00","$275,000.00","$314.94","877","2","1","2 Storey","5","0","No","1979","0","12","08/23/2023","Calgary"
"1501","A2070293","19472 37 Street SE","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$279,900","$279,900.00","$275,000.00","$150.14","506","1","1","Townhouse","3","0","No","2018","0","17","08/18/2023","Calgary"
"1501","A2069918","6103 Madigan Drive NE Unit#9","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$250,000","$250,000.00","$275,000.00","$457.53","1,119","3","1","2 Storey","6","1","No","1976","1","21","08/24/2023","Calgary"
"1501","A2065062","3500 Varsity Drive NW Unit#314","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$260,000","$260,000.00","$275,000.00","$203.21","829","2","1","Bungalow","5","0","No","1976","0","2","07/14/2023","Calgary"
"1501","A2061742","200 Brookpark Drive SW Unit#225","Common Area Maintenance, Insurance, Reserve Fund Contributions, Snow Removal","S","$239,999","$239,999.00","$275,000.00","$338.86","1,024","2","1","2 Storey, Side by Side","6","0","No","1977","0","7","07/11/2023","Calgary"
"1501","A2060738","23 Everridge Square SW Unit#204","Common Area Maintenance, Insurance, Parking, Professional Management","S","$274,900","$274,900.00","$275,000.00","$283.00","893","2","1","Bungalow","5","0","No","2006","0","14","07/07/2023","Calgary"
"1501","A2055048","6103 Madigan Drive NE Unit#82","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Water","S","$269,000","$269,000.00","$275,000.00","$457.53","1,134","3","1","2 Storey","6","1","No","1976","1","54","08/01/2023","Calgary"
"1501","A2088392","11 Everridge Square SW Unit#106","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$274,900","$274,900.00","$274,900.00","$288.00","724","2","1","Bungalow","5","0","No","2007","0","7","10/26/2023","Calgary"
"1501","A2094151","459 Huntsville Crescent NW Unit#5","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$269,900","$269,900.00","$274,500.00","$292.20","500","3","1","Bi-Level","6","1","No","1971","0","12","12/06/2023","Calgary"
"1501","A2081837","4681 Seton Drive SE","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$285,000","$275,000.00","$274,000.00","$128.13","458","1","1","Townhouse","3","0","No","2023","0","24","10/14/2023","Calgary"
"1501","A2070582","2400 15 Street SW Unit#12","Parking, Professional Management, Reserve Fund Contributions, Water","S","$282,000","$282,000.00","$274,000.00","$452.00","701","1","1","2 Storey","3","0","No","1980","1","34","09/05/2023","Calgary"
"1501","A2063809","19 Everridge Square SW Unit#203","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$275,000","$275,000.00","$274,000.00","$283.00","887","2","1","Townhouse","5","0","No","2007","0","10","07/17/2023","Calgary"
"1501","A2080497","11407 Braniff Road SW Unit#14","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$250,000","$250,000.00","$273,050.00","$464.43","927","2","1","2 Storey","5","0","No","1970","0","5","09/19/2023","Calgary"
"1501","A2071356","406 Blackthorn Road NE Unit#252","Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$275,000","$275,000.00","$272,500.00","$368.46","1,009","3","1","Townhouse","6","1","No","1971","0","33","09/06/2023","Calgary"
"1501","A2069061","1420 43 Street SE Unit#2","Insurance, Water","S","$279,900","$279,900.00","$272,500.00","$200.00","505","3","1","Bi-Level","3","1","No","1976","1","22","08/19/2023","Calgary"
"1501","A2097354","8 Everridge Square SW Unit#106","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$274,900","$274,900.00","$271,500.00","$288.00","726","2","1","Townhouse","3","0","No","2005","0","18","01/05/2024","Calgary"
"1501","A2094391","133 Rockyledge View NW Unit#4","Common Area Maintenance, Heat, Insurance, Professional Management, Snow Removal, Trash, Water","S","$265,000","$265,000.00","$271,000.00","$401.48","709","1","1","Bungalow","3","0","No","2004","0","12","12/02/2023","Calgary"
"1501","A2093778","12 templewood Drive NE Unit#60","Common Area Maintenance","S","$295,000","$295,000.00","$270,000.00","$427.00","1,047","4","2","2 Storey","4","1","No","1978","0","16","12/07/2023","Calgary"
"1501","A2088618","115 Bergen Road NW Unit#46","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$279,900","$279,900.00","$270,000.00","$289.88","821","2","1","2 Storey","6","0","No","1979","0","9","10/28/2023","Calgary"
"1501","A2086749","305 Cranbrook Square SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$294,900","$275,000.00","$270,000.00","$109.38","661","2","1","Bungalow","4","0","No","2022","0","43","12/08/2023","Calgary"
"1501","A2086016","2520 Palliser Drive SW Unit#401","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$249,999","$249,999.00","$270,000.00","$566.64","1,031","3","1","Bungalow","6","0","No","1976","0","6","10/12/2023","Calgary"
"1501","A2083484","2211 19 Street NE Unit#387","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$269,900","$269,900.00","$270,000.00","$377.14","1,012","3","1","2 Storey","5","0","No","1962","0","18","10/14/2023","Calgary"
"1501","A2082044","23 Falshire Terrace NE","Professional Management, Reserve Fund Contributions, Snow Removal","S","$260,000","$260,000.00","$270,000.00","$386.08","749","2","1","Bi-Level","4","0","No","1982","0","14","10/05/2023","Calgary"
"1501","A2075390","904 43 Street SE Unit#6","Insurance, Parking, Snow Removal, Trash","S","$270,000","$270,000.00","$270,000.00","$100.00","1,010","3","1","2 Storey","5","1","No","1976","0","128","12/29/2023","Calgary"
"1501","A2071367","6601 Pinecliff Grove NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$274,900","$274,900.00","$270,000.00","$299.74","935","2","2","Bungalow","3","0","No","2003","0","11","08/18/2023","Calgary"
